NR, Time, Parameter
0, 13.990167978581592, 18
1, 24.7753634592189, 14
2, 20.032219571753767, 83
3, 10.145910728586143, 7
4, 43.95541237479622, 89
5, 36.274548693801265, 30
6, 16.01341251231746, 53
7, 42.250787338411314, 27
8, 19.06947106058623, 91
9, 38.1313584121339, 25
10, 40.59117623152713, 11
11, 45.353725201715676, 7
12, 36.119094877584374, 75
13, 2.6207624101353244, 76
14, 29.432214138953437, 8
15, 27.6522176129249, 66
16, 5.697902935414922, 0
17, 40.477113403570804, 39
18, 42.68039532897982, 68
19, 48.35882635595459, 22
20, 26.336366550511563, 29
21, 16.796115673713498, 35
22, 3.223447999023982, 69
23, 44.03905829166067, 76
24, 37.79990903277343, 79
25, 34.1471407750891, 79
26, 36.97975435484764, 6
27, 46.17312150542144, 90
28, 11.031254616885338, 56
29, 20.857953065893625, 11
30, 12.122075174120972, 53
31, 19.695405353007345, 68
32, 45.809499786308855, 3
33, 25.59224694552632, 10
34, 7.016526529582329, 17
35, 33.71895575344168, 54
36, 25.995640481553906, 44
37, 42.652475827985285, 97
38, 28.603928649090165, 99
39, 22.943196778792686, 89
40, 49.06963566557862, 98
41, 22.899926396758918, 0
42, 43.59074694942034, 91
43, 11.014398959893784, 11
44, 1.816793523534449, 44
45, 34.0440327482224, 27
46, 33.717159099785576, 94
47, 12.225344407695154, 78
48, 21.63251954957644, 25
49, 30.23301416928492, 79
50, 25.191908810368147, 17
51, 4.733224420882593, 74
52, 49.37177156090438, 95
53, 15.42123673108623, 85
54, 21.10953688860093, 29
55, 23.71854111503742, 52
56, 36.67232687157182, 45
57, 32.38194101630957, 96
58, 36.42366383367993, 51
59, 40.6147239676944, 54
60, 23.946810398280288, 12
61, 25.454355588272065, 61
62, 19.906423937429864, 16
63, 32.91010243101804, 69
64, 40.52456839315243, 27
65, 20.458352165980987, 30
66, 21.62210998861005, 67
67, 45.30260326892187, 85
68, 17.876752102589155, 11
69, 36.43548587513729, 50
70, 43.95489162800343, 100
71, 31.99401466603019, 58
72, 46.21592104491521, 22
73, 29.60622689087514, 23
74, 21.25571088204361, 55
75, 22.19266128343464, 88
76, 25.743935633895195, 72
77, 34.961849334756494, 24
78, 22.377313168190927, 50
79, 4.281263779700678, 50
80, 49.475524878882936, 41
81, 8.450403879307695, 70
82, 45.83883495659524, 77
83, 33.79891510754476, 91
84, 26.888784381544568, 77
85, 0.033787810727786693, 37
86, 29.03900838782342, 30
87, 40.421174585070865, 72
88, 26.773032213066696, 17
89, 16.17294227383971, 79
90, 23.831059590083452, 59
91, 7.614696187464187, 41
92, 48.72657455625445, 63
93, 19.009096285844524, 3
94, 27.452231138424803, 24
95, 45.606747849674406, 47
96, 47.97959988640698, 68
97, 1.2318370182394123, 3
98, 46.213883933588804, 90
99, 47.05951919222917, 37
