NR, Time, Parameter
0, 44.76913616713145, 41
1, 6.9137683434704496, 71
2, 47.29021449200092, 66
3, 12.15135981539947, 19
4, 1.403918792426867, 86
5, 37.63744904551105, 12
6, 6.735814658266909, 46
7, 19.85658434376235, 92
8, 43.14890803929068, 70
9, 9.4220229138681, 4
10, 44.16857400702894, 33
11, 38.049838153351104, 62
12, 30.328998271686146, 87
13, 44.24127096891478, 66
14, 25.173035452483365, 72
15, 21.918497364712103, 87
16, 10.52928667266652, 94
17, 36.102224031445715, 47
18, 33.367395220076496, 45
19, 9.232810227869393, 81
20, 26.749478427449525, 7
21, 39.93460269192399, 96
22, 39.516802876273424, 98
23, 2.0218894638103224, 2
24, 13.90650942101696, 38
25, 11.81436699723626, 49
26, 32.27034214213858, 73
27, 42.759281320217504, 73
28, 16.036706831112813, 58
29, 3.320421780231392, 20
30, 47.70470977203973, 93
31, 28.5258061805888, 11
32, 1.142029009366341, 19
33, 32.14558347209857, 21
34, 38.961025672727004, 93
35, 47.091377000093274, 95
36, 17.412377396229044, 3
37, 4.623752945211029, 25
38, 23.89843697741038, 83
39, 43.39284775216956, 65
40, 9.642563781398772, 78
41, 41.16245850784056, 0
42, 28.827458774888665, 60
43, 4.132390845722367, 87
44, 29.674248211035593, 11
45, 30.434860276957824, 14
46, 7.259202524207348, 6
47, 31.664534341891006, 93
48, 7.589369310274568, 26
49, 7.870227514981925, 87
50, 46.199375651926545, 58
51, 20.50557563698024, 96
52, 33.00914061800951, 6
53, 5.758295806436725, 98
54, 37.30105373018894, 11
55, 5.79669479754179, 48
56, 20.134814495036572, 16
57, 45.66426395651213, 5
58, 6.047839528883975, 92
59, 1.5958679640632134, 17
60, 36.14996796210816, 84
61, 37.12898341027299, 67
62, 37.99759948165601, 31
63, 9.897566558973109, 79
64, 37.33865459623967, 27
65, 1.851151247923155, 73
66, 9.622228678855505, 48
67, 16.865659210235588, 68
68, 0.6704534069959855, 22
69, 22.76716256537531, 85
70, 40.562960990319084, 99
71, 26.04963559792547, 19
72, 38.2180038038645, 36
73, 8.806858249179522, 11
74, 14.222521715875502, 71
75, 34.15208585365999, 80
76, 26.24081899993539, 43
77, 42.99219213751784, 73
78, 33.24617420384261, 17
79, 7.5064039216649725, 36
80, 18.77884683341064, 2
81, 41.999569096877494, 75
82, 9.682694711024197, 46
83, 49.72835442709786, 44
84, 36.078710250741096, 8
85, 40.52323056091072, 94
86, 32.757819444401584, 27
87, 35.783666620757636, 72
88, 29.81013743029489, 16
89, 38.960944747388574, 74
90, 24.827903070857243, 2
91, 38.81814930482509, 29
92, 48.44427535449502, 15
93, 7.0939508361600065, 24
94, 21.193106075811702, 45
95, 27.48474863418897, 69
96, 18.334530438247597, 39
97, 38.12860657424481, 16
98, 10.600630509235748, 3
99, 12.967863284614928, 9
