NR, Time, Parameter
0, 10.421411987408662, 32
1, 30.220258344828142, 23
2, 31.183784445627794, 5
3, 40.93947271907449, 54
4, 40.4425997545799, 60
5, 16.389689914266764, 43
6, 5.004338738172148, 70
7, 22.069014988754994, 11
8, 41.79467217856306, 63
9, 30.986127859166178, 72
10, 9.439281810982347, 38
11, 34.86666090143923, 5
12, 44.110240477584334, 36
13, 28.0180957984897, 56
14, 15.382622654217743, 98
15, 13.365954562190696, 98
16, 24.810512799105886, 28
17, 13.433411846067923, 54
18, 39.04523973734718, 25
19, 25.049158120123565, 49
20, 28.629974743548193, 57
21, 28.51363039048593, 1
22, 8.27538980503954, 37
23, 38.635543561006415, 47
24, 37.26786383442375, 48
25, 42.10333479980571, 17
26, 20.90108080186393, 72
27, 2.073121920553583, 88
28, 23.38052398449056, 25
29, 25.785884795290766, 93
30, 35.304890672199576, 8
31, 32.64184780869183, 0
32, 29.78100603032989, 29
33, 25.042990548311515, 43
34, 31.291072400523863, 40
35, 24.085439645468632, 34
36, 8.719053898517132, 50
37, 36.30565005485979, 30
38, 16.064354322936335, 75
39, 30.170294275881137, 4
40, 29.077552549918188, 28
41, 23.847779457878516, 9
42, 13.092512142643937, 54
43, 2.4955474975424607, 62
44, 42.32149856073536, 81
45, 20.528260147958694, 12
46, 14.680000849861269, 58
47, 25.25944149352053, 66
48, 13.096201522576573, 27
49, 22.851821426760154, 50
50, 36.38707227080184, 10
51, 27.11161030547389, 57
52, 42.16206731342717, 44
53, 43.92351337359763, 32
54, 44.804869746451764, 59
55, 6.568680211691774, 49
56, 37.7509181327522, 51
57, 27.67263461821388, 100
58, 3.3571781097885167, 84
59, 14.846731678496317, 88
60, 4.3563960192602895, 47
61, 40.823821171197736, 95
62, 30.446438331623888, 4
63, 46.91912273310515, 19
64, 22.640573410458092, 89
65, 8.346858090484389, 14
66, 0.5546487037356773, 66
67, 15.403271591112578, 5
68, 34.87521538675652, 83
69, 42.0628822735056, 71
70, 19.252937294704413, 37
71, 48.81464996791925, 46
72, 20.594872442222666, 54
73, 1.6633098339516372, 4
74, 11.39468092690702, 31
75, 22.210351477194223, 54
76, 29.607006724624352, 31
77, 10.563701401296916, 50
78, 24.152349175740817, 56
79, 33.29359524361429, 2
80, 40.87116845121663, 60
81, 35.04215210357996, 15
82, 27.399682228645666, 17
83, 9.151819622105196, 23
84, 21.031484905746805, 60
85, 45.56122778901311, 82
86, 14.060464417972234, 10
87, 30.715418240481867, 98
88, 25.595037062511576, 65
89, 32.352136264393735, 55
90, 16.454841277759513, 64
91, 37.9963753109762, 86
92, 29.889735880620087, 5
93, 19.360541355136107, 96
94, 10.262309973180711, 53
95, 10.217516610279647, 87
96, 40.660324010685066, 89
97, 25.751862933337506, 79
98, 43.42289822094785, 64
99, 37.79694455920825, 51
