NR, Time, Parameter
0, 23.237000487417177, 56
1, 5.051382479236199, 67
2, 40.047339614802624, 82
3, 31.3149736716168, 96
4, 46.76238510276499, 86
5, 5.683590277105011, 53
6, 28.568341828407757, 49
7, 27.01768801233266, 83
8, 31.391679639429814, 37
9, 18.476454483028714, 90
10, 17.82711159704744, 38
11, 36.39532097876025, 88
12, 7.203972747869447, 47
13, 24.473380172881402, 89
14, 26.96896820945678, 28
15, 23.178371645779926, 85
16, 7.8670980166927755, 37
17, 1.5058712375196903, 26
18, 35.66442323679834, 80
19, 41.19538607087068, 25
20, 32.38464816276804, 77
21, 21.433824495373194, 67
22, 18.132977044858162, 26
23, 13.15369782068867, 16
24, 26.30865163804768, 71
25, 10.669234631828672, 73
26, 1.9008071053580988, 77
27, 22.840710212889736, 77
28, 23.437455264369135, 86
29, 33.60651191990137, 27
30, 33.88597712338972, 10
31, 34.669287641456144, 2
32, 11.901125373311656, 12
33, 29.69314512230799, 47
34, 37.87804602893223, 86
35, 21.030295254272218, 44
36, 39.89339074596956, 99
37, 4.034859195700036, 87
38, 36.374211322461605, 16
39, 16.581090171517182, 50
40, 21.795594481528376, 94
41, 32.467521177235284, 51
42, 31.894823786278963, 98
43, 1.8411771965296642, 82
44, 22.887132399959114, 38
45, 24.710614762288003, 60
46, 4.681015339058825, 38
47, 41.44190906295229, 73
48, 33.92699157144587, 54
49, 12.330656179162075, 71
50, 29.178752883663357, 92
51, 30.78189048507322, 93
52, 0.04848362174292853, 67
53, 16.747454250305328, 39
54, 7.331818661286044, 60
55, 19.056682724094507, 19
56, 5.158168571164589, 45
57, 28.29897618270385, 51
58, 12.100672314891337, 86
59, 22.088310232369746, 26
60, 28.638048722097416, 53
61, 11.392606644545056, 77
62, 12.85855234231305, 43
63, 45.847691817758395, 36
64, 0.36113381425388336, 71
65, 28.144110123763355, 41
66, 39.39376165870536, 36
67, 20.737907052894627, 55
68, 38.9347611600617, 83
69, 18.400058969254186, 9
70, 23.49650750242464, 65
71, 24.530015221685332, 4
72, 2.6787683925096006, 94
73, 42.608621750414294, 2
74, 33.109329322901125, 94
75, 40.33325573239772, 59
76, 47.00073160381015, 48
77, 33.57404856981453, 28
78, 34.144814961740764, 21
79, 17.54620065384745, 49
80, 32.84058674973602, 59
81, 10.244388028910912, 90
82, 41.341484034764584, 21
83, 47.35368070368239, 26
84, 14.25405141641355, 64
85, 22.600878129862885, 72
86, 10.69135390162077, 8
87, 21.304226170305817, 50
88, 0.25442011540691145, 12
89, 29.013015375972678, 4
90, 30.16040735333283, 38
91, 27.435776412262502, 55
92, 19.816519960760125, 93
93, 1.1452677651457022, 56
94, 10.393635547221692, 95
95, 7.712596063818905, 39
96, 15.210339771201737, 96
97, 22.36370249597335, 98
98, 27.881024363103567, 73
99, 31.397487480510204, 25
