NR, Time, Parameter
0, 19.278787439713135, 57
1, 43.39293935167717, 65
2, 10.15103637427876, 51
3, 9.397673632442693, 35
4, 21.154699163211998, 87
5, 15.357338991572927, 73
6, 32.419148125523456, 18
7, 23.04770606614509, 13
8, 37.25129966072707, 30
9, 0.8293967299528582, 58
10, 9.35148830218489, 3
11, 23.812021189140342, 67
12, 22.632045802457935, 33
13, 5.916309701996935, 70
14, 4.203338308046323, 55
15, 10.60330128320308, 50
16, 25.109519597458995, 65
17, 16.686975230707624, 56
18, 13.629443336196495, 12
19, 2.456720042460314, 48
20, 36.60008047819881, 54
21, 9.696581324192094, 24
22, 20.134605160595886, 76
23, 13.796284992084928, 77
24, 24.680811359963734, 55
25, 5.459228039220171, 6
26, 32.31724286412606, 14
27, 10.978988228435776, 6
28, 44.75292303997575, 73
29, 13.308912232058917, 8
30, 26.606586240616437, 35
31, 11.323250786438688, 79
32, 34.97561392032478, 51
33, 19.595404488178126, 12
34, 10.994414886059001, 88
35, 13.413347488333155, 26
36, 8.551455954360831, 26
37, 17.38165566209674, 36
38, 35.29266737264148, 36
39, 36.69411353882658, 12
40, 9.253941291287592, 89
41, 31.105917497261732, 94
42, 15.266209413321292, 88
43, 11.930974263784499, 40
44, 34.07212423885414, 21
45, 9.367220600007215, 58
46, 7.091682762743168, 1
47, 33.30156895317163, 54
48, 16.702707492123114, 22
49, 48.71854270392365, 9
50, 8.536255612672466, 97
51, 42.65448339646081, 76
52, 17.607182252981335, 60
53, 29.15794290639701, 62
54, 43.66092691105247, 60
55, 5.469299869677613, 2
56, 28.363336503522934, 37
57, 41.76795155863749, 67
58, 25.157323541978272, 96
59, 7.329147970399463, 12
60, 4.999623188600788, 94
61, 16.78386757247759, 62
62, 36.74075020506272, 69
63, 12.866975614208176, 62
64, 12.676842273879545, 58
65, 0.6780526890417471, 45
66, 15.056701641588338, 42
67, 44.568620815065145, 99
68, 33.19685118532038, 76
69, 24.217741978452008, 34
70, 34.28920787547115, 93
71, 31.990015514465895, 18
72, 48.931871879964675, 28
73, 32.96834565478826, 18
74, 17.85972025164672, 3
75, 12.218390247815918, 94
76, 34.790304293219215, 55
77, 17.97099642690551, 95
78, 4.463699159712381, 48
79, 31.936687643800543, 35
80, 43.85720179486711, 86
81, 27.24582102120719, 57
82, 49.36658328708489, 67
83, 8.747612411271527, 86
84, 17.442252817748077, 42
85, 19.55131128026092, 53
86, 47.263325003513586, 35
87, 15.466164868538328, 5
88, 28.975841596751557, 89
89, 17.16372215530707, 78
90, 6.148063180394326, 58
91, 28.33312152629831, 44
92, 14.420426677983468, 1
93, 24.94635094971695, 87
94, 7.356554443507441, 87
95, 7.511387587780566, 37
96, 31.18975667586209, 85
97, 8.13034113632351, 62
98, 14.412997687092604, 37
99, 0.7796199820407412, 5
