NR, Time, Parameter
0, 42.97022690181521, 86
1, 17.76667589203262, 54
2, 35.17038800920729, 76
3, 12.688032722538017, 3
4, 10.22809487599744, 71
5, 0.2733339867601936, 25
6, 49.98793664241238, 99
7, 10.018280747146413, 51
8, 7.829223507115779, 56
9, 46.09846258693231, 55
10, 44.48182523013058, 55
11, 41.159653719109876, 10
12, 17.661686832140084, 8
13, 26.23079577108764, 17
14, 34.97386271273703, 60
15, 0.9490300089436132, 7
16, 48.991140822322805, 51
17, 20.740201110230217, 12
18, 15.530064316496606, 42
19, 31.34188226957403, 3
20, 37.754802431095854, 14
21, 2.528877722818917, 75
22, 24.282684052935437, 59
23, 6.216170979264896, 32
24, 1.8675368352412625, 95
25, 32.755159684529225, 74
26, 11.79759857948049, 98
27, 47.07383012474873, 8
28, 41.02737222422017, 72
29, 37.8643615916125, 90
30, 31.55372876541244, 34
31, 28.708442674214723, 40
32, 12.464526171874136, 90
33, 3.288941203305834, 100
34, 8.60602857258056, 32
35, 30.527920130211566, 64
36, 1.8948904454081983, 75
37, 14.881443100640196, 76
38, 41.08558315668472, 50
39, 39.16629314650189, 67
40, 49.4848946082683, 81
41, 11.184036228070749, 8
42, 9.93318910272708, 75
43, 21.950867282284687, 15
44, 40.68326518482576, 48
45, 30.149349032544347, 95
46, 14.630800896158597, 52
47, 45.403787636013334, 12
48, 7.421993172274371, 62
49, 14.33275153955309, 6
50, 24.251069679816016, 73
51, 13.308706227035, 29
52, 41.54582290880211, 97
53, 16.115977032815554, 23
54, 10.546770966413598, 88
55, 48.352043522666435, 85
56, 29.54875327464988, 37
57, 29.143196928673433, 14
58, 49.78352845107993, 57
59, 40.350670372940776, 8
60, 35.57434447949602, 33
61, 8.257136450493702, 55
62, 42.40607656093133, 84
63, 6.978329280878209, 27
64, 23.363423738993998, 65
65, 23.037089712848406, 69
66, 42.21254407298869, 13
67, 4.451140914388713, 7
68, 42.051371991022855, 84
69, 33.267899103188455, 3
70, 31.54123157383855, 84
71, 31.38850340973268, 12
72, 42.480968285683105, 69
73, 47.185707827374145, 10
74, 11.760536718881493, 87
75, 35.09084982831987, 78
76, 28.578123268840923, 76
77, 25.2228382546272, 99
78, 29.235647413350733, 18
79, 44.87234171925362, 10
80, 48.80056509541601, 2
81, 36.547836600348454, 68
82, 25.18247612787808, 75
83, 48.2291096038247, 84
84, 25.41087494437984, 9
85, 48.525410349152295, 51
86, 44.708179406835036, 38
87, 26.75519739770913, 20
88, 37.89163348087776, 57
89, 47.34015646583487, 45
90, 26.097314623424907, 94
91, 46.355114591545544, 73
92, 49.14280006302654, 64
93, 18.68996412965202, 1
94, 26.954987709438438, 7
95, 40.593514228497796, 33
96, 27.004748972811672, 53
97, 23.71538181610336, 60
98, 33.32920152459184, 23
99, 42.10593819205252, 48
