NR, Time, Parameter
0, 4.794631942739813, 45
1, 0.30355949619826905, 2
2, 32.70984724530559, 52
3, 30.76369262231354, 90
4, 20.785116813598382, 93
5, 35.9418804842369, 24
6, 6.108452130070402, 20
7, 35.417414207539196, 47
8, 7.989861331183795, 31
9, 34.8157067457753, 17
10, 33.03294583901141, 70
11, 46.77242042422078, 41
12, 25.1607167860319, 70
13, 9.655326971451222, 58
14, 32.396082000826915, 81
15, 15.208033187319202, 44
16, 46.06169360541301, 94
17, 2.863298339637732, 89
18, 42.541664731915525, 39
19, 24.847200138516158, 51
20, 8.717839769430281, 43
21, 37.30760137377905, 86
22, 9.923864750494948, 46
23, 2.33614287212055, 13
24, 4.346980942715506, 42
25, 38.814674749656525, 41
26, 15.967064912074191, 87
27, 21.77009688124954, 23
28, 23.150342123702682, 90
29, 27.164893430532246, 68
30, 8.858414516548047, 5
31, 11.05245354863108, 56
32, 13.818018708945889, 75
33, 0.9340505932904308, 30
34, 0.9936024452474268, 45
35, 40.117082708481526, 68
36, 44.54470194784205, 64
37, 0.3496534029761911, 97
38, 29.65044508534962, 15
39, 41.838501968819116, 55
40, 3.370348289338004, 39
41, 41.34086515795121, 16
42, 8.904543745946958, 28
43, 18.398809417068335, 89
44, 16.423838943103064, 88
45, 38.40836372040831, 84
46, 36.54186999964169, 76
47, 43.96408095249782, 5
48, 16.29924913363614, 45
49, 28.17654401315941, 56
50, 16.058758439465358, 63
51, 29.97921839627135, 11
52, 5.348738163940392, 24
53, 39.26272483513241, 75
54, 39.874048735295226, 28
55, 0.9160722451810488, 39
56, 37.929806236683675, 59
57, 20.583858330386086, 18
58, 22.107595903444693, 32
59, 16.256924631839354, 87
60, 5.203996258885835, 49
61, 0.028117205758493302, 72
62, 48.94529949583196, 45
63, 48.39899112679321, 73
64, 23.237740960554664, 4
65, 39.89960728455806, 13
66, 43.90972679429893, 84
67, 46.41832558969431, 21
68, 9.076703383134937, 99
69, 10.255301073721624, 48
70, 35.46599541667398, 76
71, 38.84261189995743, 7
72, 0.38812008329230374, 65
73, 9.787876632919385, 58
74, 21.631147966071484, 95
75, 3.51739865910437, 85
76, 25.379365174330704, 73
77, 44.406108377954006, 75
78, 30.87138225194733, 29
79, 0.35162332909520755, 63
80, 14.038163568979456, 13
81, 37.02367883802651, 95
82, 12.320838395700834, 73
83, 30.214897451960056, 81
84, 23.9582186852828, 76
85, 6.332291091435516, 13
86, 31.670059973881763, 42
87, 34.796584171782165, 6
88, 45.61826690403586, 28
89, 10.562183529462887, 86
90, 24.287500138643487, 69
91, 44.096408605221264, 86
92, 17.63829211984381, 18
93, 25.668200614115268, 93
94, 32.13542176903619, 71
95, 43.039014046925885, 65
96, 19.828201276261183, 83
97, 5.245669389552699, 98
98, 38.34945718132058, 99
99, 11.742603394819229, 73
