NR, Time, Parameter
0, 44.26019364072111, 11
1, 47.64091473760557, 29
2, 44.22010340379446, 87
3, 32.71100749852606, 98
4, 35.927726760896675, 64
5, 25.81503987024682, 93
6, 30.43694632179845, 66
7, 46.51136017167427, 43
8, 22.374010378625936, 16
9, 16.951035444006912, 46
10, 31.173538362962212, 55
11, 2.000645134851309, 91
12, 38.70875004040952, 49
13, 11.955531391807133, 78
14, 30.3438522201025, 19
15, 28.3450430735162, 63
16, 4.870302157374634, 1
17, 7.131126063435267, 39
18, 27.356802622800195, 100
19, 44.75674222676742, 63
20, 4.705699702653233, 40
21, 8.48588195966779, 37
22, 8.073624248862949, 35
23, 28.825581209111313, 45
24, 4.461462077175793, 22
25, 35.532751594461686, 58
26, 12.897204975092153, 60
27, 48.92418803871658, 97
28, 43.83289346175096, 83
29, 46.208038605916215, 15
30, 48.58403227058554, 62
31, 1.9796320659935862, 36
32, 20.046960714844325, 79
33, 45.85700581989615, 16
34, 22.041383894805705, 65
35, 42.241782182690464, 40
36, 18.684154780019274, 87
37, 20.659711772927054, 57
38, 13.14137163661741, 87
39, 2.133778713872175, 82
40, 2.852933757395504, 31
41, 34.98726480500215, 71
42, 0.397147295833461, 13
43, 14.533030009203285, 20
44, 28.506686314672386, 9
45, 11.152564506315809, 59
46, 33.45752808954683, 44
47, 23.293879802707096, 82
48, 26.75578776751701, 59
49, 5.45595254220908, 23
50, 36.5889061645971, 50
51, 38.410832521734534, 25
52, 20.076023537189002, 8
53, 15.864243113407317, 77
54, 24.31475081020414, 89
55, 37.06423807003329, 14
56, 13.918753137655049, 4
57, 27.254061086379405, 60
58, 7.275690004310153, 27
59, 16.00933096118516, 4
60, 49.390537143154965, 99
61, 19.014241197109317, 46
62, 39.47795645524179, 60
63, 10.671041553496385, 27
64, 43.40103008707714, 97
65, 34.18357201774431, 34
66, 12.603564424696302, 22
67, 4.179564171186795, 8
68, 13.695265876154778, 10
69, 14.916840148633675, 91
70, 22.57104660246116, 53
71, 26.238897150048945, 85
72, 44.653669468852584, 23
73, 41.527454575055195, 11
74, 44.74782940061455, 54
75, 17.100957394900085, 96
76, 14.845249118109521, 25
77, 17.46381295544715, 53
78, 24.08126275073715, 68
79, 34.441524663514414, 20
80, 48.27949169899899, 55
81, 17.734618824943084, 88
82, 28.515843446976675, 1
83, 28.045422130477565, 76
84, 9.927998884696033, 92
85, 33.39812441858997, 78
86, 7.230861978133235, 85
87, 49.31839735191457, 93
88, 37.14181737051715, 94
89, 36.65633101631525, 1
90, 7.525313979573961, 58
91, 46.69096996914096, 63
92, 43.215067429992494, 14
93, 39.600840944787905, 86
94, 20.31933190777998, 66
95, 36.114301906405714, 57
96, 47.16618725378469, 16
97, 31.71465264608288, 81
98, 48.47287557213642, 12
99, 1.8242985824580338, 95
